SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,,Multi-Family (2-4 Unit),10 Whitcomb St,Belmont,MA,02478,235000,5,2.0,,2871,5000,1925,,82,,,,,http://www.redfin.com/MA/Belmont/10-Whitcomb-St-02478/home/8432482,,,N,Y,42.3817214,-71.1896978
PAST SALE,August-7-2012,Multi-Family (2-4 Unit),132 White St,Belmont,MA,02478,690000,6,2.5,Belmont,3057,4979,1912,1976,226,,Sold,,,http://www.redfin.com/MA/Belmont/132-White-St-02478/home/8441238,MLS PIN,71382161,N,Y,42.3846901,-71.1876382
PAST SALE,,Townhouse,4 Ripley Rd,Belmont,MA,02478,610000,5,1.5,,2340,,1890,,261,,,,,http://www.redfin.com/MA/Belmont/4-Ripley-Rd-02478/home/8457898,,,N,Y,42.3820478,-71.1876586
PAST SALE,April-2-2010,Condo/Co-op,100 Lexington St Unit C-6,Belmont,MA,02478,325000,2,2.0,Belmont,1026,,1977,2834,317,346,Sold,,,http://www.redfin.com/MA/Belmont/100-Lexington-St-02478/unit-C6/home/8442407,MLS PIN,70961553,N,Y,42.3848139,-71.1893387
PAST SALE,March-5-2004,Condo/Co-op,"185 WHITE St Unit 2,1",Belmont,MA,02478,600000,3,4.0,Belmont,2500,9350,2003,5053,240,,Sold,,,http://www.redfin.com/MA/Belmont/185-White-St-02478/unit-2-1/home/137935478,MLS PIN,30803484,N,Y,42.3828186,-71.1878335
PAST SALE,July-31-2006,Multi-Family (2-4 Unit),14-16 Whitcomb St,Belmont,MA,02478,605000,6,2.0,Belmont,2590,5000,1925,4175,234,,Sold,,,http://www.redfin.com/MA/Belmont/14-16-Whitcomb-St-02478/home/11374826,MLS PIN,70376413,N,Y,42.381699,-71.189868
PAST SALE,,Condo/Co-op,84 Walnut St,Belmont,MA,02478,425000,2,1.0,,1006,,1919,,422,,,,,http://www.redfin.com/MA/Belmont/84-Walnut-St-02478/home/35611582,,,N,Y,42.383432,-71.18658
PAST SALE,June-27-2008,Condo/Co-op,231 White St #2,Belmont,MA,02478,380000,3,1.0,Belmont,1711,,1907,3478,222,,Sold,,,http://www.redfin.com/MA/Belmont/231-White-St-02478/unit-2/home/12526774,MLS PIN,70763214,N,Y,42.3809725,-71.1874393
PAST SALE,,Condo/Co-op,220 White St,Belmont,MA,02478,649000,4,2.5,,1778,,2013,,365,,,,,http://www.redfin.com/MA/Belmont/220-White-St-02478/home/8432002,,,N,Y,42.3816909,-71.1870493
PAST SALE,December-2-2016,Condo/Co-op,136 White St #136,Belmont,MA,02478,360000,2,1.0,Belmont,1244,,1910,398,289,,Sold,,,http://www.redfin.com/MA/Belmont/136-White-St-02478/unit-136/home/109197882,MLS PIN,72075290,N,Y,42.3844194,-71.1876047
PAST SALE,,Condo/Co-op,662 Belmont St,Watertown,MA,02472,374900,3,1.0,,1302,,1920,,288,,,,,http://www.redfin.com/MA/Watertown/662-Belmont-St-02472/home/11704291,,,N,Y,42.3800079,-71.1796729
PAST SALE,,Multi-Family (2-4 Unit),35 Jeanette Ave,Belmont,MA,02478,445000,5,2.5,,2588,6470,1927,,172,,,,,http://www.redfin.com/MA/Belmont/35-Jeanette-Ave-02478/home/8430381,,,N,Y,42.3819508,-71.1838787
PAST SALE,March-29-2013,Condo/Co-op,25 Harriet Ave #25,Belmont,MA,02478,385000,2,2.0,Belmont,1172,,1933,1742,328,100,Sold,,,http://www.redfin.com/MA/Belmont/25-Harriet-Ave-02478/unit-25/home/77514694,MLS PIN,71460339,N,Y,42.3815974,-71.1811419
PAST SALE,August-7-2012,Single Family Residential,232 Trapelo Rd,Belmont,MA,02478,610000,6,3.0,Belmont,2317,5080,1920,1976,263,,Sold,,,http://www.redfin.com/MA/Belmont/232-Trapelo-Rd-02478/home/8429873,MLS PIN,71384179,N,Y,42.3821643,-71.1800921
PAST SALE,February-15-2001,Multi-Family (2-4 Unit),39-41 HARRIET Ave,Belmont,MA,02478,455000,4,2.0,Belmont,2410,4532,1910,6167,189,,Sold,,,http://www.redfin.com/MA/Belmont/41-Harriet-Ave-02478/home/8429969,MLS PIN,30461983,N,Y,42.381064,-71.1813017
PAST SALE,,Condo/Co-op,23 King St,Belmont,MA,02478,290000,2,1.0,,1026,,1926,,283,,,,,http://www.redfin.com/MA/Belmont/23-King-St-02478/home/25705636,,,N,Y,42.3816857,-71.1863225
PAST SALE,,Multi-Family (2-4 Unit),675-677 Belmont St,Belmont,MA,02478,569000,6,2.0,,2732,6296,1917,,208,,,,,http://www.redfin.com/MA/Belmont/675-677-Belmont-St-02478/home/8429946,,,N,Y,42.380425,-71.18069
PAST SALE,,Condo/Co-op,14 Marion Rd #3,Belmont,MA,02478,195000,2,1.0,,1819,,1911,,107,,,,,http://www.redfin.com/MA/Belmont/14-Marion-Rd-02478/unit-3/home/8420872,,,N,Y,42.3770123,-71.1581273
PAST SALE,,Multi-Family (2-4 Unit),98-100 Lewis Rd,Belmont,MA,02478,70000,4,2.0,,2652,5273,1923,,26,,,,,http://www.redfin.com/MA/Belmont/98-100-Lewis-Rd-02478/home/8422427,,,N,Y,42.3799658,-71.1644847
PAST SALE,,Condo/Co-op,517 School St,Belmont,MA,02478,423000,2,1.0,,1313,,1923,,322,,,,,http://www.redfin.com/MA/Belmont/517-School-St-02478/home/8422219,,,N,Y,42.3800476,-71.163444
PAST SALE,,Multi-Family (2-4 Unit),27 Springfield St,Belmont,MA,02478,75000,4,2.0,,2636,4305,1924,,28,,,,,http://www.redfin.com/MA/Belmont/27-Springfield-St-02478/home/8421778,,,N,Y,42.3778591,-71.1611446
PAST SALE,,Multi-Family (2-4 Unit),30-32 Clarendon Rd,Belmont,MA,02478,234375,4,3.0,,2766,6165,1920,,85,,,,,http://www.redfin.com/MA/Belmont/30-32-Clarendon-Rd-02478/home/8428026,,,N,Y,42.380728,-71.162605
PAST SALE,,Condo/Co-op,45 Choate Rd,Belmont,MA,02478,590000,3,1.5,,1352,,1938,,436,,,,,http://www.redfin.com/MA/Belmont/45-Choate-Rd-02478/home/11774872,,,N,Y,42.380353,-71.158097
PAST SALE,,Condo/Co-op,10 Crescent Rd,Belmont,MA,02478,495000,3,2.0,,1812,,1949,,273,,,,,http://www.redfin.com/MA/Belmont/10-Crescent-Rd-02478/home/8428369,,,N,Y,42.3794391,-71.159066
PAST SALE,,Multi-Family (2-4 Unit),16-18 Crescent Rd,Belmont,MA,02478,293000,6,2.0,,2774,6582,1930,,106,,,,,http://www.redfin.com/MA/Belmont/16-18-Crescent-Rd-02478/home/8428376,,,N,Y,42.379571,-71.1592809
PAST SALE,April-7-2014,Multi-Family (2-4 Unit),28-30 Crescent Rd,Belmont,MA,02478,875000,5,2.0,Belmont,3050,6279,1928,1368,287,,Sold,,,http://www.redfin.com/MA/Belmont/30-Crescent-Rd-02478/home/8428388,MLS PIN,71622333,N,Y,42.3799796,-71.1591528
PAST SALE,,Single Family Residential,11 Woods Rd,Belmont,MA,02478,210000,3,2.0,,1443,6975,1951,,146,,,,,http://www.redfin.com/MA/Belmont/11-Woods-Rd-02478/home/8426880,,,N,Y,42.3825816,-71.1615463
PAST SALE,,Single Family Residential,36 Audrey Rd,Belmont,MA,02478,212000,4,2.0,,1570,6211,1949,,135,,,,,http://www.redfin.com/MA/Belmont/36-Audrey-Rd-02478/home/8426746,,,N,Y,42.383088,-71.163276
PAST SALE,June-26-2013,Single Family Residential,193 Lewis Rd,Belmont,MA,02478,772000,4,2.5,Belmont,2056,9005,1935,1653,375,,Sold,,,http://www.redfin.com/MA/Belmont/193-Lewis-Rd-02478/home/8426125,MLS PIN,71530139,N,Y,42.3830331,-71.1642467
PAST SALE,February-3-2015,Multi-Family (2-4 Unit),16-18 Dalton Rd,Belmont,MA,02478,938000,6,3.0,Belmont,3790,6109,1920,1066,247,,Sold,,,http://www.redfin.com/MA/Belmont/16-18-Dalton-Rd-02478/home/8427935,MLS PIN,71768051,N,Y,42.381936,-71.159908
PAST SALE,August-28-2009,Single Family Residential,24 Marlboro St,Belmont,MA,02478,513000,4,1.5,Harvard Lawn,2277,5699,1900,3051,225,,Sold,,,http://www.redfin.com/MA/Belmont/24-Marlboro-St-02478/home/21663506,MLS PIN,70940196,N,Y,42.3769615,-71.1571936
PAST SALE,December-10-2014,Single Family Residential,195 Grove St,Cambridge,MA,02138,1560000,5,4.5,Cambridge,5849,20160,1960,1121,267,,Sold,,,http://www.redfin.com/MA/Cambridge/195-Grove-St-02138/home/56918653,MLS PIN,71721501,N,Y,42.3838457,-71.1584032
PAST SALE,,Multi-Family (2-4 Unit),86 Fairview Ave,Belmont,MA,02478,264000,5,3.0,,2682,3695,1915,,98,,,,,http://www.redfin.com/MA/Belmont/86-Fairview-Ave-02478/home/8421949,,,N,Y,42.3789062,-71.162147
